survey,sheet,variable,code,label,code_num
nhs,Administrative,IDDAYWK,1,Sunday,1
nhs,Administrative,IDDAYWK,2,Monday,2
nhs,Administrative,IDDAYWK,3,Tuesday,3
nhs,Administrative,IDDAYWK,4,Wednesday,4
nhs,Administrative,IDDAYWK,5,Thursday,5
nhs,Administrative,IDDAYWK,6,Friday,6
nhs,Administrative,IDDAYWK,7,Saturday,7
nhs,Administrative,PROXYAD,0,Not applicable,0
nhs,Administrative,PROXYAD,1,"Answered by proxy, selected person present",1
nhs,Administrative,PROXYAD,2,"Answered by proxy, selected person not present",2
nhs,Administrative,PROXYAD,3,Answered by selected person,3
nhs,Administrative,PROXYCH,0,Not applicable,0
nhs,Administrative,PROXYCH,1,Answered by proxy,1
nhs,Administrative,PROXYCH,2,Not answered by proxy,2
nhs,Administrative,ALCPAROX,0,Not applicable,0
nhs,Administrative,ALCPAROX,1,Parent (or proxy) answered questions,1
nhs,Administrative,ALCPAROX,2,Parent present for all alcohol questions,2
nhs,Administrative,ALCPAROX,3,Parent present for some alcohol questions,3
nhs,Administrative,ALCPAROX,4,Parent not present for alcohol questions,4
nhs,Administrative,SMKPAROX,0,Not applicable,0
nhs,Administrative,SMKPAROX,1,Parent (or proxy) answered questions,1
nhs,Administrative,SMKPAROX,2,Parent present for all smoking questions,2
nhs,Administrative,SMKPAROX,3,Parent present for some smoking questions,3
nhs,Administrative,SMKPAROX,4,Parent not present for smoking questions,4
nhs,Administrative,HEAPAROX,0,Not applicable,0
nhs,Administrative,HEAPAROX,1,Parent (or proxy) answered questions,1
nhs,Administrative,HEAPAROX,2,Parent/guardian present for all health service use questions,2
nhs,Administrative,HEAPAROX,3,Parent/guardian present for some health service use questions,3
nhs,Administrative,HEAPAROX,4,Parent/guardian not present for health service use questions,4
nhs,Administrative,HEAPAROX,5,Did not see GP in last 12 months,5
nhs,Household level,DWLSTRBC,1,Separate house,1
nhs,Household level,DWLSTRBC,2,"Semi-detached, row or terrace house, townhouse, etc",2
nhs,Household level,DWLSTRBC,3,Flat or apartment,3
nhs,Household level,DWLSTRBC,4,Other dwelling,4
nhs,Household level,DWLSTRBC,8,Not stated,8
nhs,Household level,STATE,1,New South Wales,1
nhs,Household level,STATE,2,Victoria,2
nhs,Household level,STATE,3,Queensland,3
nhs,Household level,STATE,4,South Australia,4
nhs,Household level,STATE,5,Western Australia,5
nhs,Household level,STATE,6,Tasmania,6
nhs,Household level,STATE,7,Northern Territory,7
nhs,Household level,STATE,8,Australian Capital Territory,8
nhs,Household level,ARIABC,1,Major cities of Australia,1
nhs,Household level,ARIABC,2,Inner regional Australia,2
nhs,Household level,ARIABC,3,Other,3
nhs,Household level,STHHTYC,1,One family household with only family members present,1
nhs,Household level,STHHTYC,2,Two or more family household with only family members present,2
nhs,Household level,STHHTYC,3,One or more family household with non-family members present,3
nhs,Household level,STHHTYC,4,Lone person household,4
nhs,Household level,STHHTYC,5,Group household,5
nhs,Household level,HHSIZECB,1,One,1
nhs,Household level,HHSIZECB,2,Two,2
nhs,Household level,HHSIZECB,3,Three,3
nhs,Household level,HHSIZECB,4,Four,4
nhs,Household level,HHSIZECB,5,Five,5
nhs,Household level,HHSIZECB,6,Six or more,6
nhs,Household level,HHADULEC,0,None,0
nhs,Household level,HHADULEC,1,One,1
nhs,Household level,HHADULEC,2,Two,2
nhs,Household level,HHADULEC,3,Three,3
nhs,Household level,HHADULEC,4,Four or more,4
nhs,Household level,NUMKHHEC,0,None,0
nhs,Household level,NUMKHHEC,1,One,1
nhs,Household level,NUMKHHEC,2,Two,2
nhs,Household level,NUMKHHEC,3,Three,3
nhs,Household level,NUMKHHEC,4,Four or more,4
nhs,Household level,TENUREC,1,Owner without a mortgage,1
nhs,Household level,TENUREC,2,Owner with a mortgage,2
nhs,Household level,TENUREC,3,Renter,3
nhs,Household level,TENUREC,4,Other,4
nhs,Household level,LNDLORDB,0,Not applicable,0
nhs,Household level,LNDLORDB,1,Private,1
nhs,Household level,LNDLORDB,2,Public,2
nhs,Household level,LNDLORDB,3,Other,3
nhs,Household level,NUMRMSBC,0,None (including bedsitter),0
nhs,Household level,NUMRMSBC,1,One,1
nhs,Household level,NUMRMSBC,2,Two,2
nhs,Household level,NUMRMSBC,3,Three,3
nhs,Household level,NUMRMSBC,4,Four or more,4
nhs,Household level,NUMRMSBC,8,Not stated,8
nhs,Household level,PHONEQ01,1,Has landline/fixed phone,1
nhs,Household level,PHONEQ01,2,Does not have landline/fixed phone,2
nhs,Household level,PHONEQ01,8,Not stated,8
nhs,Household level,LANDWH,1,Has landline number in white pages,1
nhs,Household level,LANDWH,2,Does not have landline number in white pages,2
nhs,Household level,LANDWH,3,Does not have landline number,3
nhs,Household level,LANDWH,8,Not stated,8
nhs,Household level,INCDECE,00,Not applicable,0
nhs,Household level,INCDECE,01,First decile,1
nhs,Household level,INCDECE,02,Second decile,2
nhs,Household level,INCDECE,03,Third decile,3
nhs,Household level,INCDECE,04,Fourth decile,4
nhs,Household level,INCDECE,05,Fifth decile,5
nhs,Household level,INCDECE,06,Sixth decile,6
nhs,Household level,INCDECE,07,Seventh decile,7
nhs,Household level,INCDECE,08,Eighth decile,8
nhs,Household level,INCDECE,09,Ninth decile,9
nhs,Household level,INCDECE,10,Tenth decile,10
nhs,Household level,INCDECE,98,Not stated,98
nhs,Household level,INCDECE,99,Not known,99
nhs,Household level,FINSTRS,1,Could raise $2000 in a week,1
nhs,Household level,FINSTRS,2,Could not raise $2000 in a week,2
nhs,Household level,FINSTRS,8,Not stated,8
nhs,Household level,FINSTRS,9,Not known,9
nhs,Household level,DSMKHHRB,0,None,0
nhs,Household level,DSMKHHRB,1,One,1
nhs,Household level,DSMKHHRB,2,Two,2
nhs,Household level,DSMKHHRB,3,Three or more,3
nhs,Household level,DSMKHHRB,9,Not stated,9
nhs,Household level,SMKHSQ4D,0,Not applicable,0
nhs,Household level,SMKHSQ4D,1,Smoked at home indoors,1
nhs,Household level,SMKHSQ4D,5,Did not smoke at home indoors,5
nhs,Household level,SMKHSQ4D,8,Not stated,8
nhs,Household level,SF2SA1DN,00,Not applicable,0
nhs,Household level,SF2SA1DN,01,Decile 1 (lowest),1
nhs,Household level,SF2SA1DN,02,Decile 2,2
nhs,Household level,SF2SA1DN,03,Decile 3,3
nhs,Household level,SF2SA1DN,04,Decile 4,4
nhs,Household level,SF2SA1DN,05,Decile 5,5
nhs,Household level,SF2SA1DN,06,Decile 6,6
nhs,Household level,SF2SA1DN,07,Decile 7,7
nhs,Household level,SF2SA1DN,08,Decile 8,8
nhs,Household level,SF2SA1DN,09,Decile 9,9
nhs,Household level,SF2SA1DN,10,Decile 10 (highest),10
nhs,Demographics,AGEB,01,0 - 4 years,1
nhs,Demographics,AGEB,02,5 - 9 years,2
nhs,Demographics,AGEB,03,10 - 14 years,3
nhs,Demographics,AGEB,04,15 - 17 years,4
nhs,Demographics,AGEB,05,18 - 19 years,5
nhs,Demographics,AGEB,06,20 - 24 years,6
nhs,Demographics,AGEB,07,25 - 29 years,7
nhs,Demographics,AGEB,08,30 - 34 years,8
nhs,Demographics,AGEB,09,35 - 39 years,9
nhs,Demographics,AGEB,10,40 - 44 years,10
nhs,Demographics,AGEB,11,45 - 49 years,11
nhs,Demographics,AGEB,12,50 - 54 years,12
nhs,Demographics,AGEB,13,55 - 59 years,13
nhs,Demographics,AGEB,14,60 - 64 years,14
nhs,Demographics,AGEB,15,65 - 69 years,15
nhs,Demographics,AGEB,16,70 - 74 years,16
nhs,Demographics,AGEB,17,75 - 79 years,17
nhs,Demographics,AGEB,18,80 - 84 years,18
nhs,Demographics,AGEB,19,85 years and over,19
nhs,Demographics,AGEMTHS2,99,Not applicable,99
nhs,Demographics,SEX,1,Male,1
nhs,Demographics,SEX,2,Female,2
nhs,Demographics,SMSBC,0,Not applicable,0
nhs,Demographics,SMSBC,1,Married,1
nhs,Demographics,SMSBC,2,Not married,2
nhs,Demographics,COBCODBC,1,Australia,1
nhs,Demographics,COBCODBC,2,"Main English speaking countries (Canada, Republic of Ireland, New Zealand, South Africa, United Kingdom, United States of America",2
nhs,Demographics,COBCODBC,3,Other,3
nhs,Demographics,YOABC,1,Born in Australia,1
nhs,Demographics,YOABC,2,Arrived 1985 and before,2
nhs,Demographics,YOABC,3,Arrived 1986 - 1990,3
nhs,Demographics,YOABC,4,Arrived 1991 - 1995,4
nhs,Demographics,YOABC,5,Arrived 1996 - 2000,5
nhs,Demographics,YOABC,6,Arrived 2001 - 2005,6
nhs,Demographics,YOABC,7,Arrived 2006 to year of collection,7
nhs,Demographics,MAINLANB,0,Not applicable,0
nhs,Demographics,MAINLANB,1,English,1
nhs,Demographics,MAINLANB,2,Other Language,2
nhs,Demographics,PROFENG,0,Not applicable,0
nhs,Demographics,PROFENG,1,Very well,1
nhs,Demographics,PROFENG,2,Well,2
nhs,Demographics,PROFENG,3,Not well,3
nhs,Demographics,PROFENG,4,Not at all,4
nhs,Demographics,PROFENG,5,Mainly speaks English (at home),5
nhs,Demographics,PROFENG,9,Not known/Does not speak,9
nhs,Education,HYSCHCBC,0,Not applicable,0
nhs,Education,HYSCHCBC,1,Year 12 or equivalent,1
nhs,Education,HYSCHCBC,2,Year 11 or equivalent,2
nhs,Education,HYSCHCBC,3,Year 10 or equivalent,3
nhs,Education,HYSCHCBC,4,Year 9 or equivalent,4
nhs,Education,HYSCHCBC,5,Year 8 or below including never attended School,5
nhs,Education,HYSCHCBC,9,Not asked,9
nhs,Education,EDATTQ2,0,Not applicable,0
nhs,Education,EDATTQ2,1,Has non-school qualification,1
nhs,Education,EDATTQ2,2,Does not have non-school qualification,2
nhs,Education,HLVNSEDC,0,Not applicable,0
nhs,Education,HLVNSEDC,1,"Postgraduate Degree, Graduate Diploma, Graduate Certificate",1
nhs,Education,HLVNSEDC,2,Bachelor Degree,2
nhs,Education,HLVNSEDC,3,Advanced Diploma/Diploma,3
nhs,Education,HLVNSEDC,4,Certificate III/IV,4
nhs,Education,HLVNSEDC,5,Certificate I/II,5
nhs,Education,HLVNSEDC,6,Certificate not further defined,6
nhs,Education,HLVNSEDC,7,No non-school qualification,7
nhs,Education,HLVNSEDC,8,Level not determined,8
nhs,Education,MFIELDCF,00,Not applicable,0
nhs,Education,MFIELDCF,01,Natural and physical sciences,1
nhs,Education,MFIELDCF,02,Information technology,2
nhs,Education,MFIELDCF,03,Engineering and related technologies,3
nhs,Education,MFIELDCF,04,Architecture and building,4
nhs,Education,MFIELDCF,05,"Agriculture, environmental and related studies",5
nhs,Education,MFIELDCF,06,Health,6
nhs,Education,MFIELDCF,07,Education,7
nhs,Education,MFIELDCF,08,Management and commerce,8
nhs,Education,MFIELDCF,09,Society and culture,9
nhs,Education,MFIELDCF,10,Creative arts,10
nhs,Education,MFIELDCF,11,"Food, hospitality and personal services",11
nhs,Education,MFIELDCF,12,"Mixed field programmes, Inadequately described",12
nhs,Education,MFIELDCF,13,No non-school qualification,13
nhs,Education,STDYFTPT,0,Not applicable,0
nhs,Education,STDYFTPT,1,Studying full-time,1
nhs,Education,STDYFTPT,2,Studying part-time,2
nhs,Education,STDYFTPT,3,Not studying,3
nhs,Education,CLVNSEDC,00,Not applicable,0
nhs,Education,CLVNSEDC,01,"Postgraduate Degree, Graduate Diploma, Graduate Certificate",1
nhs,Education,CLVNSEDC,02,Bachelor Degree,2
nhs,Education,CLVNSEDC,03,Advanced Diploma/Diploma,3
nhs,Education,CLVNSEDC,04,Certificate III/IV,4
nhs,Education,CLVNSEDC,05,Certificate I/II,5
nhs,Education,CLVNSEDC,06,Certificate not further defined,6
nhs,Education,CLVNSEDC,07,Other education,7
nhs,Education,CLVNSEDC,08,Level not determined,8
nhs,Education,CLVNSEDC,09,Secondary school studies only,9
nhs,Education,CLVNSEDC,10,Not currently studying,10
nhs,Education,CSTUDQ4C,00,Not applicable,0
nhs,Education,CSTUDQ4C,01,Natural and physical sciences,1
nhs,Education,CSTUDQ4C,02,Information technology,2
nhs,Education,CSTUDQ4C,03,Engineering and related technologies,3
nhs,Education,CSTUDQ4C,04,Architecture and building,4
nhs,Education,CSTUDQ4C,05,"Agriculture, environmental and related studies",5
nhs,Education,CSTUDQ4C,06,Health,6
nhs,Education,CSTUDQ4C,07,Education,7
nhs,Education,CSTUDQ4C,08,Management and commerce,8
nhs,Education,CSTUDQ4C,09,Society and culture,9
nhs,Education,CSTUDQ4C,10,Creative arts,10
nhs,Education,CSTUDQ4C,11,"Food, hospitality and personal services",11
nhs,Education,CSTUDQ4C,12,Mixed field programmes/Inadequately described,12
nhs,Education,CSTUDQ4C,13,Secondary school studies only,13
nhs,Education,CSTUDQ4C,14,Not currently studying,14
nhs,Education,CURSTUBC,0,Not applicable,0
nhs,Education,CURSTUBC,1,University or other higher education,1
nhs,Education,CURSTUBC,2,TAFE or technical college,2
nhs,Education,CURSTUBC,3,"Other (including Secondary school,",3
nhs,Employment,LFSBC,0,Not applicable,0
nhs,Employment,LFSBC,1,Employed,1
nhs,Employment,LFSBC,2,Unemployed,2
nhs,Employment,LFSBC,3,Not in the labour force,3
nhs,Employment,USHRWKB,0,Not applicable/Less than one hour,0
nhs,Employment,USHRWKB,1,1 to 15 hours,1
nhs,Employment,USHRWKB,2,16 to 24 hours,2
nhs,Employment,USHRWKB,3,25 to 34 hours,3
nhs,Employment,USHRWKB,4,35 to 39 hours,4
nhs,Employment,USHRWKB,5,40 hours,5
nhs,Employment,USHRWKB,6,41 to 49 hours,6
nhs,Employment,USHRWKB,7,50 hours or more,7
nhs,Employment,MORE1JB,0,Not applicable,0
nhs,Employment,MORE1JB,1,Has more than one job/business,1
nhs,Employment,MORE1JB,2,Has one job/business,2
nhs,Employment,INDUSTBC,01,"Agriculture, Forestry and Fishing",1
nhs,Employment,INDUSTBC,02,Mining,2
nhs,Employment,INDUSTBC,03,Manufacturing,3
nhs,Employment,INDUSTBC,04,"Electricity, Gas, Water and Waste Services",4
nhs,Employment,INDUSTBC,05,Construction,5
nhs,Employment,INDUSTBC,06,Wholesale Trade,6
nhs,Employment,INDUSTBC,07,Retail Trade,7
nhs,Employment,INDUSTBC,08,Accommodation and Food Services,8
nhs,Employment,INDUSTBC,09,"Transport, Postal and Warehousing",9
nhs,Employment,INDUSTBC,10,Information Media and Telecommunications,10
nhs,Employment,INDUSTBC,11,Financial and Insurance Services,11
nhs,Employment,INDUSTBC,12,"Rental, Hiring and Real Estate Services",12
nhs,Employment,INDUSTBC,13,"Professional, Scientific and Technical Services",13
nhs,Employment,INDUSTBC,14,Administrative and Support Services,14
nhs,Employment,INDUSTBC,15,Public Administration and Safety,15
nhs,Employment,INDUSTBC,16,Education and Training,16
nhs,Employment,INDUSTBC,17,Health Care and Social Assistance,17
nhs,Employment,INDUSTBC,18,Arts and Recreation Services,18
nhs,Employment,INDUSTBC,19,Other Services,19
nhs,Employment,INDUSTBC,25,Inadequately described,25
nhs,Employment,INDUSTBC,26,Not applicable,26
nhs,Employment,OCCUPBC,0,Not applicable,0
nhs,Employment,OCCUPBC,1,Managers,1
nhs,Employment,OCCUPBC,2,Professionals,2
nhs,Employment,OCCUPBC,3,Technicians and Trades Workers,3
nhs,Employment,OCCUPBC,4,Community and Personal Service Workers,4
nhs,Employment,OCCUPBC,5,Clerical and Administrative Worker,5
nhs,Employment,OCCUPBC,6,Sales Workers,6
nhs,Employment,OCCUPBC,7,Machinery Operators and Drivers,7
nhs,Employment,OCCUPBC,8,Labourers,8
nhs,Employment,OCCUPBC,9,Inadequately described,9
nhs,Employment,EMPTYPCF,0,Not applicable,0
nhs,Employment,EMPTYPCF,1,Employee,1
nhs,Employment,EMPTYPCF,2,Employer,2
nhs,Employment,EMPTYPCF,3,Own account worker/Contributing family worker,3
nhs,Employment,EMPTYPCF,9,Not known,9
nhs,Employment,EMPARRCF,0,Not applicable,0
nhs,Employment,EMPARRCF,1,Wage/salary earner,1
nhs,Employment,EMPARRCF,9,Other,9
nhs,Employment,SHIFTQ2,0,Not applicable,0
nhs,Employment,SHIFTQ2,1,Did shift work in the last 4 weeks,1
nhs,Employment,SHIFTQ2,5,Did not do shift work in the last 4 weeks,5
nhs,Employment,SHFTWKEC,0,Not applicable,0
nhs,Employment,SHFTWKEC,1,Rotating shift with periodic change,1
nhs,Employment,SHFTWKEC,2,"Regular evening, night or graveyard shift",2
nhs,Employment,SHFTWKEC,3,Regular morning shift,3
nhs,Employment,SHFTWKEC,4,Regular afternoon,4
nhs,Employment,SHFTWKEC,5,Irregular shift,5
nhs,Employment,SHFTWKEC,6,Split shift (consisting of two distinct periods each day)/On call,6
nhs,Employment,SHFTWKEC,7,Other,7
nhs,Employment,SHFTWKEC,9,Did not do shift work,9
nhs,Employment,EMPABS,0,Not applicable,0
nhs,Employment,EMPABS,1,Holiday/flextime/study/personal reasons,1
nhs,Employment,EMPABS,2,Own illness or injury/sick leave,2
nhs,Employment,EMPABS,3,No work available/not enough work,3
nhs,Employment,EMPABS,4,Standard work arrangements/shift work,4
nhs,Employment,EMPABS,5,On strike/Locked out/Industrial dispute,5
nhs,Employment,EMPABS,6,Stood down,6
nhs,Employment,EMPABS,7,Bad weather/plant breakdown,7
nhs,Employment,EMPABS,8,Other,8
nhs,Employment,LSTWKFTB,0,Not applicable,0
nhs,Employment,LSTWKFTB,1,Under 4 weeks,1
nhs,Employment,LSTWKFTB,2,4 weeks and under 13 weeks,2
nhs,Employment,LSTWKFTB,3,13 weeks and under 26 weeks,3
nhs,Employment,LSTWKFTB,4,26 weeks and under 52 weeks,4
nhs,Employment,LSTWKFTB,5,52 weeks and over,5
nhs,Employment,LSTWKFTB,6,Never worked in a job of 35 hours or more,6
nhs,Employment,UNEMPDRB,0,Not applicable,0
nhs,Employment,UNEMPDRB,1,Under 4 weeks,1
nhs,Employment,UNEMPDRB,2,4 weeks and under 13 weeks,2
nhs,Employment,UNEMPDRB,3,13 weeks and under 26 weeks,3
nhs,Employment,UNEMPDRB,4,26 weeks and under 52 weeks,4
nhs,Employment,UNEMPDRB,5,52 weeks and over,5
nhs,Employment,UNEMPDRB,8,Not stated,8
nhs,Personal income,INCDECPN,00,Not applicable,0
nhs,Personal income,INCDECPN,01,First decile,1
nhs,Personal income,INCDECPN,02,Second decile,2
nhs,Personal income,INCDECPN,03,Third decile,3
nhs,Personal income,INCDECPN,04,Fourth decile,4
nhs,Personal income,INCDECPN,05,Fifth decile,5
nhs,Personal income,INCDECPN,06,Sixth decile,6
nhs,Personal income,INCDECPN,07,Seventh decile,7
nhs,Personal income,INCDECPN,08,Eighth decile,8
nhs,Personal income,INCDECPN,09,Ninth decile,9
nhs,Personal income,INCDECPN,10,Tenth decile,10
nhs,Personal income,INCDECPN,98,Not stated,98
nhs,Personal income,INCDECPN,99,Not known,99
nhs,Personal income,INCCIMSC,0,Not applicable,0
nhs,Personal income,INCCIMSC,1,Wage or salary,1
nhs,Personal income,INCCIMSC,2,Unincorporated business income,2
nhs,Personal income,INCCIMSC,3,Government pensions and allowances,3
nhs,Personal income,INCCIMSC,4,Other cash income,4
nhs,Personal income,INCCIMSC,5,Not known,5
nhs,Personal income,INCCIMSC,01,Age Pension,1
nhs,Personal income,INCCIMSC,02,NewStart allowance/Sickness allowance,2
nhs,Personal income,INCCIMSC,03,Wife pension/Widow allowance/Partner allowance,3
nhs,Personal income,INCCIMSC,04,Disability support pension (Centrelink),4
nhs,Personal income,INCCIMSC,05,Carer payment/Carer allowance,5
nhs,Personal income,INCCIMSC,06,Family tax benefit,6
nhs,Personal income,INCCIMSC,07,Parenting payment,7
nhs,Personal income,INCCIMSC,08,Youth Allowance,8
nhs,Personal income,INCCIMSC,09,Overseas government pension or allowance,9
nhs,Personal income,INCCIMSC,10,"Other government pension or allowance (including Service Pension, War Widow(er)'s Pension, Disability Pension (DVA))",10
nhs,Personal income,INCCIMSC,11,Not applicable,11
nhs,Health,SF12Q2,0,Not applicable,0
nhs,Health,SF12Q2,1,Excellent,1
nhs,Health,SF12Q2,2,Very good,2
nhs,Health,SF12Q2,3,Good,3
nhs,Health,SF12Q2,4,Fair,4
nhs,Health,SF12Q2,5,Poor,5
nhs,Health,LTCQ4B,0,Not applicable,0
nhs,Health,LTCQ4B,1,Anaphylactic,1
nhs,Health,LTCQ4B,2,Non-anaphylactic,2
nhs,Health,LTCQ4B,3,Both,3
nhs,Health,LTCQ4B,4,Not known,4
nhs,Health,LTCQ4C,0,Not applicable,0
nhs,Health,LTCQ4C,1,Anaphylactic,1
nhs,Health,LTCQ4C,2,Non-anaphylactic,2
nhs,Health,LTCQ4C,3,Both,3
nhs,Health,LTCQ4C,4,Not known,4
nhs,Health,ASTHQ02,0,Not applicable,0
nhs,Health,ASTHQ02,1,Had asthma symptoms or treatment in last 12 months,1
nhs,Health,ASTHQ02,5,Did not have asthma symptoms or treatment in last 12 months,5
nhs,Health,ASTHQ03,0,Not applicable,0
nhs,Health,ASTHQ03,1,Still gets asthma,1
nhs,Health,ASTHQ03,5,Does not still get asthma,5
nhs,Health,ASTHQ29,0,Not applicable,0
nhs,Health,ASTHQ29,1,Woken in last 4 weeks,1
nhs,Health,ASTHQ29,5,Have not woken in last 4 weeks,5
nhs,Health,ASTHQ29,6,Don't know,6
nhs,Health,ASTHQ22,0,Not applicable,0
nhs,Health,ASTHQ22,1,Has written asthma action plan,1
nhs,Health,ASTHQ22,5,Does not have a written asthma action plan,5
nhs,Health,ASTHQ22,6,Never heard of a written asthma action plan,6
nhs,Health,ASTHQ22,7,Not known if has a written asthma action plan,7
nhs,Health,ASTHQ30E,0,None,0
nhs,Health,ASTHQ30E,1,One,1
nhs,Health,ASTHQ30E,2,Two,2
nhs,Health,ASTHQ30E,3,Three,3
nhs,Health,ASTHQ30E,4,Four,4
nhs,Health,ASTHQ30E,5,Five or more,5
nhs,Health,ASTHQ30E,9,Not applicable,9
nhs,Health,ASTHQ20,0,Not applicable,0
nhs,Health,ASTHQ20,1,Asthma was worse or out of control,1
nhs,Health,ASTHQ20,5,Asthma was not worse or out of control,5
nhs,Health,ASTHQ21E,0,None,0
nhs,Health,ASTHQ21E,1,One,1
nhs,Health,ASTHQ21E,2,Two,2
nhs,Health,ASTHQ21E,3,Three,3
nhs,Health,ASTHQ21E,4,Four,4
nhs,Health,ASTHQ21E,5,Five or more,5
nhs,Health,ASTHQ21E,9,Not applicable,9
nhs,Health,CHBRMG,0,Not applicable,0
nhs,Health,CHBRMG,1,Aged less than 6 months,1
nhs,Health,CHBRMG,2,Not exclusively breastfed until 6 months,2
nhs,Health,CHBRMG,3,Exclusively breastfed until 6 months,3
nhs,Health,CHBRMG,4,Not known,4
nhs,Health,CHBRMGS,0,Not applicable,0
nhs,Health,CHBRMGS,1,Aged less than 12 months,1
nhs,Health,CHBRMGS,2,Not exclusively breastfed until 6 months,2
nhs,Health,CHBRMGS,3,Exclusively breastfed until 6 months (without continued breastfeeding to 12 months),3
nhs,Health,CHBRMGS,4,Exclusively breastfed until 6 months with continued breastfeeding to 12 months,4
nhs,Health,CHBRMGS,5,Not known,5
nhs,Health,CHBRMGS,01,Breast milk,1
nhs,Health,CHBRMGS,02,Infant formula,2
nhs,Health,CHBRMGS,03,Water,3
nhs,Health,CHBRMGS,04,Cows millk,4
nhs,Health,CHBRMGS,05,Soy milk,5
nhs,Health,CHBRMGS,06,Water based drinks,6
nhs,Health,CHBRMGS,07,Fruit juice,7
nhs,Health,CHBRMGS,08,Other fluids,8
nhs,Health,CHBRMGS,09,Food,9
nhs,Health,CHBRMGS,97,Not applicable,97
nhs,Health,CHBRFF,0,Not applicable,0
nhs,Health,CHBRFF,1,Breast milk,1
nhs,Health,CHBRFF,2,Infant formula,2
nhs,Health,CHBRFF,3,Other,3
nhs,Health,CHBRFF,4,Not known,4
nhs,Health,CHBRRB,0,Not applicable,0
nhs,Health,CHBRRB,1,Received breast milk,1
nhs,Health,CHBRRB,2,Never received breast milk,2
nhs,Health,CHBRRB,4,Not known,4
nhs,Health,EXBRST,00,Less than 1 month,0
nhs,Health,EXBRST,95,Currently exclusively breastfeeding,95
nhs,Health,EXBRST,96,Unknown if ever received breast milk,96
nhs,Health,EXBRST,97,Not applicable,97
nhs,Health,EXBRST,98,Never received breast milk,98
nhs,Health,EXBRSA,00,Less than 1 month,0
nhs,Health,EXBRSA,96,Unknown if ever received breast milk,96
nhs,Health,EXBRSA,97,Not applicable,97
nhs,Health,EXBRSA,98,Never received breast milk,98
nhs,Health,CHBRCR,0,Not applicable,0
nhs,Health,CHBRCR,1,Currently receiving breast milk,1
nhs,Health,CHBRCR,2,Not currently receiving breast milk,2
nhs,Health,CHBRCR,3,Never received breast milk,3
nhs,Health,CHBRCR,4,Unknown if ever received breast milk,4
nhs,Health,CHBRSR,00,Less than 1 month,0
nhs,Health,CHBRSR,95,Currently breastfeeding,95
nhs,Health,CHBRSR,96,Unknown if ever received breast milk,96
nhs,Health,CHBRSR,97,Not applicable,97
nhs,Health,CHBRSR,98,Never received breast milk,98
nhs,Health,CHBRAO,00,Less than 1 month,0
nhs,Health,CHBRAO,01,to 47. Continuous,1
nhs,Health,CHBRAO,96,Unknown if ever received breast milk,96
nhs,Health,CHBRAO,97,Not applicable,97
nhs,Health,CHBRAO,98,Only had breast milk,98
nhs,Health,CHBRAF,00,Less than 1 month,0
nhs,Health,CHBRAF,95,Age not known,95
nhs,Health,CHBRAF,96,Has not had infant formula,96
nhs,Health,CHBRAF,97,Not applicable,97
nhs,Health,CHBRAC,00,Less than 1 month,0
nhs,Health,CHBRAC,95,Age not known,95
nhs,Health,CHBRAC,96,Has not had cows milk,96
nhs,Health,CHBRAC,97,Not applicable,97
nhs,Health,CNCRQ01,1,Skin checked regularly,1
nhs,Health,CNCRQ01,5,Skin not checked regularly,5
nhs,Health,CNCRQ01,6,Not known,6
nhs,Health,CNCRQ16B,0,Not applicable,0
nhs,Health,CNCRQ16B,1,Less than 50 years,1
nhs,Health,CNCRQ16B,2,50 years or more,2
nhs,Health,CNCRQ17,1,Has been tested for cancer,1
nhs,Health,CNCRQ17,5,Has not been tested for cancer,5
nhs,Health,CNCRQ17,2,Breast,2
nhs,Health,CNCRQ17,3,Cervical cancer,3
nhs,Health,CNCRQ17,4,Other,4
nhs,Health,CNCRQ17,7,Not applicable,7
nhs,Health,CNCRQ20,0,Not applicable,0
nhs,Health,CNCRQ20,1,Has been tested for cancer in last 2 years,1
nhs,Health,CNCRQ20,5,Has not been tested for cancer in last 2 years,5
nhs,Health,CARST27,0,Not applicable,0
nhs,Health,CARST27,1,Blood pressure checked in last 2 years,1
nhs,Health,CARST27,5,Blood pressure not checked in last 2 years,5
nhs,Health,CARST27,6,Don't know if blood pressure checked in last 2 years,6
nhs,Health,BPCHK,0,Not applicable,0
nhs,Health,BPCHK,1,Blood pressure checked in last 12 months,1
nhs,Health,BPCHK,2,Blood pressure checked more than 12 months ago but within last 2 years,2
nhs,Health,BPCHK,3,Blood pressure not checked in last 2 years,3
nhs,Health,BPCHK,8,Not stated,8
nhs,Health,BPCHK,9,Not known,9
nhs,Health,BPWHO,0,Not applicable,0
nhs,Health,BPWHO,1,General practitioner,1
nhs,Health,BPWHO,2,Specialist,2
nhs,Health,BPWHO,3,Other health professional,3
nhs,Health,BPWHO,4,Other,4
nhs,Health,BPWHO,5,Blood pressure not checked or not known if checked in last 12 months,5
nhs,Health,BPWHO,8,Not stated if blood pressure checked,8
nhs,Health,CARSBPS,0,Not applicable,0
nhs,Health,CARSBPS,1,Checked own blood pressure in last 12 months,1
nhs,Health,CARSBPS,5,Did not check own blood pressure in last 12 months,5
nhs,Health,CARSBPS,6,Not known if blood pressure checked in last 12 months,6
nhs,Health,CARSBPS,8,Not known if checked own blood pressure in last 12 months,8
nhs,Health,CHOL5YR,0,Not applicable,0
