survey,sheet,variable,code,label,code_num
npa,Education,HYSCHCBC,5,"Year 8 or below, including never attended school",5
npa,Education,LVHNSQBC,0,Not applicable,0
npa,Education,LVHNSQBC,1,"Postgraduate Degree, Graduate Diploma/Graduate Certificate",1
npa,Education,LVHNSQBC,2,Bachelor Degree,2
npa,Education,LVHNSQBC,3,Advanced Diploma/Diploma,3
npa,Education,LVHNSQBC,4,Certificate III/IV,4
npa,Education,LVHNSQBC,5,Certificate I/II,5
npa,Education,LVHNSQBC,6,Certificate not further defined,6
npa,Education,LVHNSQBC,7,No non-school qualification,7
npa,Education,LVHNSQBC,8,Level not determined,8
npa,Education,STDYFTPT,0,Not applicable,0
npa,Education,STDYFTPT,1,Studying full-time,1
npa,Education,STDYFTPT,2,Studying part-time,2
npa,Education,STDYFTPT,3,Not studying,3
npa,Employment,LFSBC,0,Not applicable,0
npa,Employment,LFSBC,1,Employed,1
npa,Employment,LFSBC,2,Unemployed,2
npa,Employment,LFSBC,3,Not in the labour force,3
npa,Employment,USHRWK,0,Not applicable,0
npa,Employment,USHRWK,1,1 - 15 hours,1
npa,Employment,USHRWK,2,16 - 24 hours,2
npa,Employment,USHRWK,3,25 - 34 hours,3
npa,Employment,USHRWK,4,35 - 39 hours,4
npa,Employment,USHRWK,5,40 hours,5
npa,Employment,USHRWK,6,41 - 48 hours,6
npa,Employment,USHRWK,7,49 hours or more,7
npa,Employment,ANZSICBC,01,"Agriculture, Forestry and Fishing",1
npa,Employment,ANZSICBC,02,Mining,2
npa,Employment,ANZSICBC,03,Manufacturing,3
npa,Employment,ANZSICBC,04,"Electricity, Gas, Water and Waste Services",4
npa,Employment,ANZSICBC,05,Construction,5
npa,Employment,ANZSICBC,06,Wholesale Trade,6
npa,Employment,ANZSICBC,07,Retail Trade,7
npa,Employment,ANZSICBC,08,Accommodation and Food Services,8
npa,Employment,ANZSICBC,09,"Transport, Postal and Warehousing",9
npa,Employment,ANZSICBC,10,Information Media and Telecommunications,10
npa,Employment,ANZSICBC,11,Financial and Insurance Services,11
npa,Employment,ANZSICBC,12,"Rental, Hiring and Real Estate Services",12
npa,Employment,ANZSICBC,13,"Professional, Scientific and Technical Services",13
npa,Employment,ANZSICBC,14,Administrative and Support Services,14
npa,Employment,ANZSICBC,15,Public Administration and Safety,15
npa,Employment,ANZSICBC,16,Education and Training,16
npa,Employment,ANZSICBC,17,Health Care and Social Assistance,17
npa,Employment,ANZSICBC,18,Arts and Recreation Services,18
npa,Employment,ANZSICBC,19,Other Services,19
npa,Employment,ANZSICBC,25,Inadequately described,25
npa,Employment,ANZSICBC,26,Not applicable,26
npa,Employment,ANZSCOBC,1,Managers,1
npa,Employment,ANZSCOBC,2,Professional,2
npa,Employment,ANZSCOBC,3,Technicians and Trades Workers,3
npa,Employment,ANZSCOBC,4,Community and Personal Service Workers,4
npa,Employment,ANZSCOBC,5,Clerical and Administrative Worker,5
npa,Employment,ANZSCOBC,6,Sales Workers,6
npa,Employment,ANZSCOBC,7,Machinery Operators and Drivers,7
npa,Employment,ANZSCOBC,8,Labourers,8
npa,Employment,ANZSCOBC,9,Not applicable and inadequately described,9
npa,Employment,SHIFTQ2,0,Not applicable,0
npa,Employment,SHIFTQ2,1,Did shift work in the last 4 weeks,1
npa,Employment,SHIFTQ2,5,Did not do shift work in the last 4 weeks,5
npa,Employment,SHFTWBC,0,Not applicable,0
npa,Employment,SHFTWBC,1,Rotating shift with periodic changes,1
npa,Employment,SHFTWBC,2,"Regular evening, night or graveyard shift",2
npa,Employment,SHFTWBC,3,Regular morning or afternoon shift,3
npa,Employment,SHFTWBC,4,"Irregular, split, on call or other shift",4
npa,Employment,SHFTWBC,9,No shift work,9
npa,Employment,DURUNBC,0,Not applicable,0
npa,Employment,DURUNBC,1,Under 4 weeks,1
npa,Employment,DURUNBC,2,4 to less than 13 weeks,2
npa,Employment,DURUNBC,3,13 to less than 26 weeks,3
npa,Employment,DURUNBC,4,26 to less than 52 weeks,4
npa,Employment,DURUNBC,5,52 weeks or more,5
npa,Employment,DURUNBC,8,Not stated,8
npa,General health,SF12Q2,0,Not applicable,0
npa,General health,SF12Q2,1,Excellent,1
npa,General health,SF12Q2,2,Very good,2
npa,General health,SF12Q2,3,Good,3
npa,General health,SF12Q2,4,Fair,4
npa,General health,SF12Q2,5,Poor,5
npa,General health,DIABQ01A,1,Family member told they have diabetes,1
npa,General health,DIABQ01A,5,Family member not told they have diabetes,5
npa,General health,DIABQ01A,6,Not known if family member told they have diabetes,6
npa,General health,AGDBBC,01,Under 25,1
npa,General health,AGDBBC,02,25 - 34,2
npa,General health,AGDBBC,03,35 - 44,3
npa,General health,AGDBBC,04,45 - 54,4
npa,General health,AGDBBC,05,55 - 64,5
npa,General health,AGDBBC,06,65 and over,6
npa,General health,AGDBBC,97,Not applicable,97
npa,General health,AGDBBC,99,Not known,99
npa,General health,FEMLSBC,1,Have never menstruated,1
npa,General health,FEMLSBC,2,Currently pregnant,2
npa,General health,FEMLSBC,3,Currently breastfeeding,3
npa,General health,FEMLSBC,4,Currently experiencing menopause,4
npa,General health,FEMLSBC,5,Post menopause,5
npa,General health,FEMLSBC,6,None of these apply,6
npa,General health,FEMLSBC,9,Not applicable,9
npa,Risk factors - Smoking,SMKSTAT,0,Not applicable,0
npa,Risk factors - Smoking,SMKSTAT,1,Current smoker daily,1
npa,Risk factors - Smoking,SMKSTAT,2,Current smoker weekly (at least once a week but not daily),2
npa,Risk factors - Smoking,SMKSTAT,3,Current smoker less than weekly,3
npa,Risk factors - Smoking,SMKSTAT,4,Ex-smoker,4
npa,Risk factors - Smoking,SMKSTAT,5,Never smoked,5
npa,Risk factors - Smoking,SMKDAILY,0,Not applicable,0
npa,Risk factors - Smoking,SMKDAILY,1,Current daily smoker,1
npa,Risk factors - Smoking,SMKDAILY,2,Past daily smoker (still smokes),2
npa,Risk factors - Smoking,SMKDAILY,3,Past daily smoker (ex-smoker),3
npa,Risk factors - Smoking,SMKDAILY,4,Never smoked daily,4
npa,Risk factors - Smoking,SMKDAILY,5,Never smoked,5
npa,Risk factors - Smoking,SMOKEQ1,0,Not applicable,0
npa,Risk factors - Smoking,SMOKEQ1,1,Yes,1
npa,Risk factors - Smoking,SMOKEQ1,5,No,5
npa,Risk factors - Nutrition,DIETRDI,0,Not applicable,0
npa,Risk factors - Nutrition,DIETRDI,1,Met recommended guidelines,1
npa,Risk factors - Nutrition,DIETRDI,2,Did not meet recommended guidelines,2
npa,Risk factors - Nutrition,DIETQ8,1,1 serve,1
npa,Risk factors - Nutrition,DIETQ8,2,2 serves,2
npa,Risk factors - Nutrition,DIETQ8,3,3 serves,3
npa,Risk factors - Nutrition,DIETQ8,4,4 serves,4
npa,Risk factors - Nutrition,DIETQ8,5,5 serves,5
npa,Risk factors - Nutrition,DIETQ8,6,6 or more serves,6
npa,Risk factors - Nutrition,DIETQ8,7,Less than 1 serve,7
npa,Risk factors - Nutrition,DIETQ8,8,Don't eat fruit,8
npa,Risk factors - Nutrition,DIETQ5,1,1 serve,1
npa,Risk factors - Nutrition,DIETQ5,2,2 serves,2
npa,Risk factors - Nutrition,DIETQ5,3,3 serves,3
npa,Risk factors - Nutrition,DIETQ5,4,4 serves,4
npa,Risk factors - Nutrition,DIETQ5,5,5 serves,5
npa,Risk factors - Nutrition,DIETQ5,6,6 or more serves,6
npa,Risk factors - Nutrition,DIETQ5,7,Less than 1 serve,7
npa,Risk factors - Nutrition,DIETQ5,8,Don't eat vegetables,8
npa,Risk factors - Nutrition,DIETQ12,1,Very often,1
npa,Risk factors - Nutrition,DIETQ12,2,Occasionally,2
npa,Risk factors - Nutrition,DIETQ12,3,Rarely,3
npa,Risk factors - Nutrition,DIETQ12,5,Not used,5
npa,Risk factors - Nutrition,DIETQ12,6,Not known,6
npa,Risk factors - Nutrition,SALTACI,1,Cooking salt is iodised,1
npa,Risk factors - Nutrition,SALTACI,2,Cooking salt is not iodised,2
npa,Risk factors - Nutrition,SALTACI,3,Cooking salt is not added to meal,3
npa,Risk factors - Nutrition,SALTACI,4,Not known if salt is iodised,4
npa,Risk factors - Nutrition,SALTACI,5,Not known if salt is added to meal,5
npa,Risk factors - Nutrition,DIETQ14,1,Very often,1
npa,Risk factors - Nutrition,DIETQ14,2,Occasionally,2
npa,Risk factors - Nutrition,DIETQ14,5,Not used,5
npa,Risk factors - Nutrition,DIETQ14,6,Not known,6
npa,Risk factors - Nutrition,SALTATI,1,Table salt is iodised,1
npa,Risk factors - Nutrition,SALTATI,2,Table salt is not iodised,2
npa,Risk factors - Nutrition,SALTATI,3,Table salt is not added to meal,3
npa,Risk factors - Nutrition,SALTATI,4,Not known if table salt is iodised,4
npa,Risk factors - Nutrition,SALTATI,5,Not known if table salt is added to meal,5
npa,Risk factors - Nutrition,BDYMSQ04,0,Not applicable,0
npa,Risk factors - Nutrition,BDYMSQ04,1,Currently on a diet to lose weight,1
npa,Risk factors - Nutrition,BDYMSQ04,2,Currently on a diet for health reasons,2
npa,Risk factors - Nutrition,BDYMSQ04,3,Currently on a diet to lose weight and for health reasons,3
npa,Risk factors - Nutrition,BDYMSQ04,5,Not currently on diet,5
npa,Risk factors - Nutrition,BDYMSQ04,6,Not known if currently on a diet,6
npa,Risk factors - Nutrition,BDYMSQ04,97,Not applicable,97
npa,Risk factors - Nutrition,TAPWTR,1,Community water supply,1
npa,Risk factors - Nutrition,TAPWTR,2,Tank,2
npa,Risk factors - Nutrition,TAPWTR,3,Spring,3
npa,Risk factors - Nutrition,TAPWTR,4,Never drink tap water,4
npa,Risk factors - Nutrition,TAPWTR,5,Other,5
npa,Risk factors - Nutrition,TAPWTR,6,Not known,6
npa,Risk factors - Nutrition,BMR,99998,Not available,99998
npa,Risk factors - Nutrition,EIBMR1,997,Not applicable,997
npa,Risk factors - Nutrition,EIBMR1,998,Not available,998
npa,Risk factors - Nutrition,EIBMR2,997,Not applicable,997
npa,Risk factors - Nutrition,EIBMR2,998,Not available,998
npa,Risk factors - Nutrition,ATEMLS,0,Not applicable,0
npa,Risk factors - Nutrition,ATEMLS,1,Much more than usual,1
npa,Risk factors - Nutrition,ATEMLS,2,Usual,2
npa,Risk factors - Nutrition,ATEMLS,3,Much less than usual,3
npa,Risk factors - Nutrition,ATEMLS,4,Not stated,4
npa,Risk factors - Nutrition,ATEMLSCT,0,Not applicable,0
npa,Risk factors - Nutrition,ATEMLSCT,1,Much more than usual,1
npa,Risk factors - Nutrition,ATEMLSCT,2,Usual,2
npa,Risk factors - Nutrition,ATEMLSCT,3,Much less than usual,3
npa,Risk factors - Nutrition,ATEMLSCT,4,Not stated,4
npa,Risk factors - Nutrition,NUMRECAL,1,1,1
npa,Risk factors - Nutrition,NUMRECAL,2,2,2
npa,Risk factors - Nutrition,FLIMPNUT,0,Not applicable,0
npa,Risk factors - Nutrition,FLIMPNUT,1,Imputed food record,1
npa,Physical measures & body mass,SABDYMS,0,Not applicable,0
npa,Physical measures & body mass,SABDYMS,1,Acceptable weight,1
npa,Physical measures & body mass,SABDYMS,2,Underweight,2
npa,Physical measures & body mass,SABDYMS,3,Overweight,3
npa,Physical measures & body mass,SABDYMS,4,Currently pregnant,4
npa,Physical measures & body mass,SABDYMS,8,Not collected,8
npa,Physical measures & body mass,SABDYMS,9,Not stated,9
npa,Physical measures & body mass,SATWEIG,0,Not applicable,0
npa,Physical measures & body mass,SATWEIG,1,Very satisfied,1
npa,Physical measures & body mass,SATWEIG,2,Satisfied,2
npa,Physical measures & body mass,SATWEIG,3,Neither satisfied nor dissatisfied,3
npa,Physical measures & body mass,SATWEIG,4,Dissatisfied,4
npa,Physical measures & body mass,SATWEIG,5,Very dissatisfied,5
npa,Physical measures & body mass,SATWEIG,7,Refused,7
npa,Physical measures & body mass,SATWEIG,8,Not collected,8
npa,Physical measures & body mass,SATWEIG,9,Not stated,9
npa,Physical measures & body mass,BMICATHY,0,Not applicable,0
npa,Physical measures & body mass,BMICATHY,1,Underweight Class 3,1
npa,Physical measures & body mass,BMICATHY,2,Underweight Class 2,2
npa,Physical measures & body mass,BMICATHY,3,Underweight Class 1,3
npa,Physical measures & body mass,BMICATHY,4,Normal range,4
npa,Physical measures & body mass,BMICATHY,5,Normal range (Adult only),5
npa,Physical measures & body mass,BMICATHY,6,Overweight,6
npa,Physical measures & body mass,BMICATHY,7,Obese Class 1,7
npa,Physical measures & body mass,BMICATHY,8,Obese Class 2 (Adult only),8
npa,Physical measures & body mass,BMICATHY,9,Obese Class 3 (Adult only),9
npa,Physical measures & body mass,BMICATHY,98,Measurement not taken - refusal,98
npa,Physical measures & body mass,BMICATHY,99,Measurement not taken - other reason,99
npa,Physical measures & body mass,BMIMCATW,0,Not applicable,0
npa,Physical measures & body mass,BMIMCATW,1,Underweight Class 3,1
npa,Physical measures & body mass,BMIMCATW,2,Underweight Class 2,2
npa,Physical measures & body mass,BMIMCATW,3,Underweight Class 1,3
npa,Physical measures & body mass,BMIMCATW,4,Normal range,4
npa,Physical measures & body mass,BMIMCATW,5,Normal range (Adult only),5
npa,Physical measures & body mass,BMIMCATW,6,Overweight,6
npa,Physical measures & body mass,BMIMCATW,7,Obese Class 1,7
npa,Physical measures & body mass,BMIMCATW,8,Obese Class 2 (Adult only),8
npa,Physical measures & body mass,BMIMCATW,9,Obese Class 3 (Adult only),9
npa,Physical measures & body mass,BMIMCATW,98,Measurement not taken - refusal,98
npa,Physical measures & body mass,BMIMCATW,99,Measurement not taken - other reason,99
npa,Physical measures & body mass,BMISC,0,Not applicable,0
npa,Physical measures & body mass,BMISC,98,Not measured,98
npa,Physical measures & body mass,BMISC,99,Not known,99
npa,Physical measures & body mass,PHDKGWBC,0,Not applicable,0
npa,Physical measures & body mass,PHDKGWBC,1,to 150. Continuous - one decimal*,1
npa,Physical measures & body mass,PHDKGWBC,997,Measurement not taken - equipment faulty,997
npa,Physical measures & body mass,PHDKGWBC,998,Measurement not taken - refusal,998
npa,Physical measures & body mass,PHDKGWBC,999,Measurement not taken - other reason,999
npa,Physical measures & body mass,PHDCMHBC,0,Not applicable,0
npa,Physical measures & body mass,PHDCMHBC,1,to 210. Continuous - one decimal*,1
npa,Physical measures & body mass,PHDCMHBC,997,Measurement not taken - equipment faulty,997
npa,Physical measures & body mass,PHDCMHBC,998,Measurement not taken - refusal,998
npa,Physical measures & body mass,PHDCMHBC,999,Measurement not taken - other reason,999
npa,Physical measures & body mass,PHDWCATF,0,Not applicable,0
npa,Physical measures & body mass,PHDWCATF,1,Not at risk (less than 80cm),1
npa,Physical measures & body mass,PHDWCATF,2,Increased risk (more than or equal to 80cm),2
npa,Physical measures & body mass,PHDWCATF,3,Substantially increased risk (more than or equal to 88cm),3
npa,Physical measures & body mass,PHDWCATF,9,Not measured/Unable to be determined,9
npa,Physical measures & body mass,PHDWCATM,0,Not applicable,0
npa,Physical measures & body mass,PHDWCATM,1,Not at risk (less than 94cm),1
npa,Physical measures & body mass,PHDWCATM,2,Increased risk (more than or equal to 94cm),2
npa,Physical measures & body mass,PHDWCATM,3,Substantially increased risk (more than or equal to 102cm ),3
npa,Physical measures & body mass,PHDWCATM,9,Not measured/Unable to be determined,9
npa,Physical measures & body mass,PHDCMWBC,0,Not applicable,0
npa,Physical measures & body mass,PHDCMWBC,40,40cm and under,40
npa,Physical measures & body mass,PHDCMWBC,41,to 139. Continuous - one decimal,41
npa,Physical measures & body mass,PHDCMWBC,140,140cm and over,140
npa,Physical measures & body mass,PHDCMWBC,998,Measurement not taken - refusal,998
npa,Physical measures & body mass,PHDCMWBC,999,Measurement not taken - other reason,999
npa,Physical measures & body mass,BPCAT,0,Not applicable,0
npa,Physical measures & body mass,BPCAT,1,Normal (<120/80),1
npa,Physical measures & body mass,BPCAT,2,Normal - high (from 120/80 to < 140/90),2
npa,Physical measures & body mass,BPCAT,3,High (from 140/90 to <160/100),3
npa,Physical measures & body mass,BPCAT,4,Very high (from 160/100 to <180/110),4
npa,Physical measures & body mass,BPCAT,5,Severe (from 180/110),5
npa,Physical measures & body mass,BPCAT,6,Valid reading not obtained,6
npa,Physical measures & body mass,BPCAT,7,Measurement not taken,7
npa,Physical measures & body mass,SYSTOL,0,Not applicable,0
npa,Physical measures & body mass,SYSTOL,1,to 997. Continuous,1
npa,Physical measures & body mass,SYSTOL,998,Valid reading not obtained,998
npa,Physical measures & body mass,SYSTOL,999,Not measured,999
npa,Physical measures & body mass,DIASTOL,0,Not applicable,0
npa,Physical measures & body mass,DIASTOL,1,to 997. Continuous,1
npa,Physical measures & body mass,DIASTOL,998,Valid reading not obtained,998
npa,Physical measures & body mass,DIASTOL,999,Not measured,999
npa,Health conditions,DIABBC,1,"Ever told has diabetes mellitus, still current and long term",1
npa,Health conditions,DIABBC,2,"Ever told has diabetes mellitus, still current but not long term",2
npa,Health conditions,DIABBC,3,"Ever told has diabetes mellitus, not current",3
npa,Health conditions,DIABBC,5,Never told has diabetes mellitus,5
npa,Health conditions,HCHOLBC,1,"Ever told has high cholesterol, still current and long term",1
npa,Health conditions,HCHOLBC,2,"Ever told has high cholesterol, still current but not long term",2
npa,Health conditions,HCHOLBC,3,"Ever told has high cholesterol, not current",3
npa,Health conditions,HCHOLBC,5,Never told has high cholesterol,5
npa,Health conditions,HSUGBC,1,"Ever told has high sugar levels in blood/urine, still current and long term",1
npa,Health conditions,HSUGBC,2,"Ever told has high sugar levels in blood/urine, still current but not long term",2
npa,Health conditions,HSUGBC,3,"Ever told has high sugar levels in blood/urine, not current",3
npa,Health conditions,HSUGBC,5,Never told has high sugar levels in blood/urine,5
npa,Health conditions,HYPBC,1,"Ever told has hypertensive disease, still current and long term",1
npa,Health conditions,HYPBC,2,"Ever told has hypertensive disease, still current but not long term",2
npa,Health conditions,HYPBC,3,"Ever told has hypertensive disease, not current",3
npa,Health conditions,HYPBC,5,Never told has hypertensive disease,5
npa,Health conditions,ANGBC,1,"Ever told has angina, still current and long term",1
npa,Health conditions,ANGBC,2,"Ever told has angina, still current but not long term",2
npa,Health conditions,ANGBC,3,"Ever told has angina, not current",3
npa,Health conditions,ANGBC,5,Never told has angina,5
npa,Health conditions,ISCHBC,1,"Ever told has other ischaemic heart disease, still current and long term",1
npa,Health conditions,ISCHBC,2,"Ever told has other ischaemic heart disease, still current but not long term",2
npa,Health conditions,ISCHBC,3,"Ever told has other ischaemic heart disease, not current",3
npa,Health conditions,ISCHBC,5,Never told has other ischaemic heart disease,5
npa,Health conditions,HFOBC,1,"Ever told has other heart disease, still current and long term*",1
npa,Health conditions,HFOBC,2,"Ever told has other heart disease, still current but not long term",2
npa,Health conditions,HFOBC,3,"Ever told has other heart disease, not current",3
npa,Health conditions,HFOBC,5,Never told has other heart disease,5
npa,Health conditions,CEREVBC,1,"Ever told has cerebrovascular disease, still current and long term*",1
npa,Health conditions,CEREVBC,2,"Ever told has cerebrovascular disease, still current but not long term",2
npa,Health conditions,CEREVBC,3,"Ever told has cerebrovascular disease, not current",3
npa,Health conditions,CEREVBC,5,Never told has cerebrovascular disease,5
npa,Health conditions,OEDBC,1,"Ever told has oedema, still current and long term",1
npa,Health conditions,OEDBC,2,"Ever told has oedema, still current but not long term",2
npa,Health conditions,OEDBC,3,"Ever told has oedema, not current",3
npa,Health conditions,OEDBC,5,Never told has oedema,5
npa,Health conditions,KIDNBC,1,"Ever told has kidney disease, still current and long term",1
npa,Health conditions,KIDNBC,2,"Ever told has kidney disease, still current but not long term",2
npa,Health conditions,KIDNBC,3,"Ever told has kidney disease, not current",3
npa,Health conditions,KIDNBC,5,Never told has kidney disease,5
npa,Physical activity,EXREGUIC,0,Not applicable,0
npa,Physical activity,EXREGUIC,1,Met recommended guidelines,1
npa,Physical activity,EXREGUIC,2,Did not meet recommended guidelines,2
npa,Physical activity,EXREGUIC,9,Not known,9
npa,Physical activity,EXREGUID,0,Not applicable,0
npa,Physical activity,EXREGUID,1,Met recommended guidelines,1
npa,Physical activity,EXREGUID,2,Did not meet recommended guidelines,2
npa,Physical activity,EXREGUID,9,Not known,9
npa,Physical activity,DURACSF,0,Not applicable,0
npa,Physical activity,DURACSF,1,Sedentary,1
npa,Physical activity,DURACSF,2,Insufficiently active,2
npa,Physical activity,DURACSF,3,Sufficiently active for health,3
npa,Physical activity,DURACSF,8,Not known,8
npa,Physical activity,DURSACSF,0,Not applicable,0
npa,Physical activity,DURSACSF,1,Inactive,1
npa,Physical activity,DURSACSF,2,Insufficiently active,2
npa,Physical activity,DURSACSF,3,Sufficiently active for health,3
npa,Physical activity,DURSACSF,8,Not known,8
npa,Physical activity,EXLEVELN,0,Not applicable,0
npa,Physical activity,EXLEVELN,1,High,1
npa,Physical activity,EXLEVELN,2,Moderate,2
npa,Physical activity,EXLEVELN,3,Low,3
npa,Physical activity,EXLEVELN,4,Sedentary (very low),4
npa,Physical activity,EXLEVELN,5,Sedentary (no exercise),5
npa,Physical activity,EXLEVELN,8,Not stated,8
npa,Physical activity,EXLWTBC,0,Did not undertake physical activity in the last week,0
npa,Physical activity,EXLWTBC,1,to 2099. Continuous,1
npa,Physical activity,EXLWTBC,2100,2100 and over,2100
npa,Physical activity,EXLWTBC,9996,Not applicable,9996
npa,Physical activity,EXLWTBC,9999,Not known,9999
npa,Physical activity,EXLWMBC,0,Did not undertake moderate physical activity in the last week,0
npa,Physical activity,EXLWMBC,1,to 1079. Continuous,1
npa,Physical activity,EXLWMBC,1080,1080 and over,1080
npa,Physical activity,EXLWMBC,9996,Not applicable,9996
npa,Physical activity,EXLWMBC,9999,Not known,9999
npa,Physical activity,EXLWVBC,0,Did not undertake vigorous physical activity in the last week,0
npa,Physical activity,EXLWVBC,1,to 1259. Continuous,1
npa,Physical activity,EXLWVBC,1260,1260 and over,1260
npa,Physical activity,EXLWVBC,9996,Not applicable,9996
npa,Physical activity,EXLWVBC,9999,Not known,9999
npa,Physical activity,NDBTHREC,0,None,0
npa,Physical activity,NDBTHREC,1,One,1
npa,Physical activity,NDBTHREC,2,Two,2
npa,Physical activity,NDBTHREC,3,Three,3
npa,Physical activity,NDBTHREC,4,Four,4
npa,Physical activity,NDBTHREC,5,Five,5
npa,Physical activity,NDBTHREC,6,Six,6
npa,Physical activity,NDBTHREC,7,Seven,7
npa,Physical activity,NDBTHREC,8,Not known,8
npa,Physical activity,NDBTHREC,9,Not applicable,9
npa,Physical activity,DAYGUI7,0,None,0
npa,Physical activity,DAYGUI7,1,One,1
npa,Physical activity,DAYGUI7,2,Two,2
npa,Physical activity,DAYGUI7,3,Three,3
npa,Physical activity,DAYGUI7,4,Four,4
npa,Physical activity,DAYGUI7,5,Five,5
npa,Physical activity,DAYGUI7,6,Six,6
npa,Physical activity,DAYGUI7,7,Seven,7
npa,Physical activity,DAYGUI7,8,Not known,8
npa,Physical activity,DAYGUI7,9,Not applicable,9
npa,Physical activity,DAY1807,0,None,0
npa,Physical activity,DAY1807,1,One,1
npa,Physical activity,DAY1807,2,Two,2
npa,Physical activity,DAY1807,3,Three,3
npa,Physical activity,DAY1807,4,Four,4
npa,Physical activity,DAY1807,5,Five,5
npa,Physical activity,DAY1807,6,Six,6
npa,Physical activity,DAY1807,7,Seven,7
npa,Physical activity,DAY1807,8,Not known,8
npa,Physical activity,DAY1807,9,Not applicable,9
npa,Physical activity,NUMD1HPA,0,None,0
npa,Physical activity,NUMD1HPA,1,One,1
npa,Physical activity,NUMD1HPA,2,Two,2
npa,Physical activity,NUMD1HPA,3,Three,3
npa,Physical activity,NUMD1HPA,4,Four,4
npa,Physical activity,NUMD1HPA,5,Five,5
npa,Physical activity,NUMD1HPA,6,Six,6
npa,Physical activity,NUMD1HPA,7,Seven,7
npa,Physical activity,NUMD1HPA,8,Not known,8
npa,Physical activity,NUMD1HPA,9,Not applicable,9
npa,Physical activity,NDSEDAGE,0,None,0
npa,Physical activity,NDSEDAGE,1,One,1
npa,Physical activity,NDSEDAGE,2,Two,2
npa,Physical activity,NDSEDAGE,3,Three,3
npa,Physical activity,NDSEDAGE,4,Four,4
npa,Physical activity,NDSEDAGE,5,Five,5
npa,Physical activity,NDSEDAGE,6,Six,6
npa,Physical activity,NDSEDAGE,7,Seven,7
npa,Physical activity,NDSEDAGE,8,Not known,8
npa,Physical activity,NDSEDAGE,9,Not applicable,9
npa,Physical activity,DAYSCHR7,0,None,0
npa,Physical activity,DAYSCHR7,1,One,1
npa,Physical activity,DAYSCHR7,2,Two,2
npa,Physical activity,DAYSCHR7,3,Three,3
npa,Physical activity,DAYSCHR7,4,Four,4
npa,Physical activity,DAYSCHR7,5,Five,5
npa,Physical activity,DAYSCHR7,6,Six,6
npa,Physical activity,DAYSCHR7,7,Seven,7
npa,Physical activity,DAYSCHR7,8,Not known,8
npa,Physical activity,DAYSCHR7,9,Not applicable,9
npa,Physical activity,TYPNIGHT,0,Not applicable,0
npa,Physical activity,TYPNIGHT,1,"Yes, typical nights sleep",1
npa,Physical activity,TYPNIGHT,2,"No, usually sleep more",2
npa,Physical activity,TYPNIGHT,3,"No, usually sleep less",3
npa,Physical activity,TYPNIGHT,4,No typical sleep,4
npa,Physical activity,TYPNIGHT,5,"No, not further defined (NFD)",5
npa,Physical activity,TYPNIGHT,6,Sleep time not known,6
npa,Food level,DAYNUM,1,Day 1,1
npa,Food level,DAYNUM,2,Day 2,2
npa,Food level,EATOCC,01,Breakfast,1
npa,Food level,EATOCC,02,Lunch,2
npa,Food level,EATOCC,03,Dinner,3
npa,Food level,EATOCC,04,Supper,4
npa,Food level,EATOCC,05,Brunch,5
npa,Food level,EATOCC,06,Morning tea,6
npa,Food level,EATOCC,07,Afternoon tea,7
npa,Food level,EATOCC,08,Snack,8
npa,Food level,EATOCC,09,Beverage/Drink,9
npa,Food level,EATOCC,10,Feeding-infant,10
npa,Food level,EATOCC,11,Extended consumption,11
npa,Food level,EATOCC,91,Other,91
npa,Food level,EATOCC,99,Not determined,99
npa,Food level,EATTIMEC,9999,Not determined,9999
npa,Food level,DISCFLG,0,Non-discretionary,0
npa,Food level,DISCFLG,1,Discretionary,1
npa,Food level,COMBCODE,00,Not applicable,0
npa,Food level,COMBCODE,01,Beverage with additions,1
npa,Food level,COMBCODE,02,Cereal with additions,2
npa,Food level,COMBCODE,03,Bread/baked products with additions,3
npa,Food level,COMBCODE,04,Salad,4
npa,Food level,COMBCODE,05,Sandwiches/wraps/rolls with fillings,5
npa,Food level,COMBCODE,06,Soup,6
npa,Food level,COMBCODE,07,Frozen meal,7
npa,Food level,COMBCODE,08,Ice cream/frozen yoghurt with addtions,8
npa,Food level,COMBCODE,09,Vegetables with additions,9
npa,Food level,COMBCODE,10,Fruit with additions,10
npa,Food level,COMBCODE,11,Tortilla products,11
npa,Food level,COMBCODE,12,"Meat, poultry, fish",12
npa,Food level,COMBCODE,14,Chips,14
npa,Food level,COMBCODE,99,Other mixtures,99
npa,Supplement level,LNUMC,0,Not applicable,0
npa,Supplement level,LNUMC,10000,to 999999. Continuous,10000
npa,Supplement level,SUPPFORM,0,Not applicable,0
npa,Supplement level,SUPPFORM,1,Capsule,1
npa,Supplement level,SUPPFORM,2,Tablet,2
npa,Supplement level,SUPPFORM,3,Liquid,3
npa,Supplement level,SUPPFORM,4,Powder,4
npa,Supplement level,SUPPFORM,5,Gel,5
npa,Supplement level,SUPPFORM,6,Other,6
npa,Supplement level,SUPUNIT,0,Not applicable,0
npa,Supplement level,SUPUNIT,1,"Capsule, tablet or lozenge",1
npa,Supplement level,SUPUNIT,2,ml,2
npa,Supplement level,SUPUNIT,3,g,3
npa,Supplement level,SUPUNIT,4,Other,4
npa,Biomedical level,FASTSTAD,0,Not applicable,0
npa,Biomedical level,FASTSTAD,1,Fasted (8 hours or more),1
npa,Biomedical level,FASTSTAD,2,Did not fast,2
npa,Biomedical level,BIORESPC,0,Not applicable,0
